name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
Balerina Plire,J0255B00044-1000,Plire Balerinas,COP,79.99,55.993,18,,ffffff,Fëmijë (Vajzë),GEOX,,39,J0255B00044,Këpucë-Balerina,,,100% Gomë,100% Rubber,,,1,3,IN,http://46.99.130.129:60000/_uploads/photos/J0255B00044-1000_1.jpg,,
Atlete Nettuno,J15AWC0BU85-0899,Nettuno Snakers,COP,89.99,62.993,18,,ffffff-08333c,Fëmijë (Djalë),GEOX,,39,J15AWC0BU85,Këpucë-Atlete,,,100% IPEVA,100% IPEVA,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/J15AWC0BU85-0899_1.jpg,,
Xhaketë Leitan,M2521TT2924-5025,Jacket Leitan,COP,199.99,99.995,18,,dcc581,Burrë,GEOX,,39,M2521TT2924,Veshje-Xhaketë,,,100% PL,100%PL,,,1,2,CN,http://46.99.130.129:60000/_uploads/photos/M2521TT2924-5025_1.jpg,,
Mokasina Melbourne,U022TA00022-4064,Melbourne Mocassini,COP,159.99,127.992,18,,180c3e,Burrë,GEOX,,39,U022TA00022,Këpucë-Mokasina,,,100% Poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,1,MA,http://46.99.130.129:60000/_uploads/photos/U022TA00022-4064_1.jpg,,
Mokasina Melbourne,U022TA00022-5006,Mokasina Melbourne,COP,159.99,127.992,18,,894d10,Burrë,GEOX,,39,U022TA00022,Këpucë-Mokasina,,,100% Poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,4,MA,http://46.99.130.129:60000/_uploads/photos/U022TA00022-5006_1.jpg,,
Atlete Nebula,U04D7F0007T-9997,Athlete Nebula,COP,169.99,118.993,18,,0,Burrë,GEOX,,39,U04D7F0007T,Këpucë-Atlete,"Këto këpucë posedojnë ajrosjën e jashtëzakonshme të sistemit të ajrimit Geox: teknologjia ka zhvilluar dhe dizajnuar në bashkëpunim me pilotët professional që kanë fituar kampionatin botëror. Vrimat e mëdha garantojnë ajrosje të padiskutueshme. Rezistenca maksimale e gomës ndaj ujit garantohet nga membrana që e parandalon ujin për t?u future brenda. Për më tepër, një shtresë shtesë e punuar nga materiale speciale mbrojtëse e ruan këmbën pa bërë kompromis me ajrimin. Kjho teknologji është e dizajnuar t?I përballoj edhe aktivitet me nivel të lartë për të siguruar rehati maksimale gjatë ditës, edhe në temperature ekstreme.","These shoes owe their extraordinary breathability to the GEOX Net Breathing System: the technology developed and designed in collaboration with professional pilots who have won the world championship. The maxiholes guarantee outstanding breathability. The maximum water resistance of the sole is guaranteed by a membrane that prevents water from getting in. What?s more, an additional layer made up of a special protective material guards the foot, without compromising on breathability. This technology has been designed to withstand even the most intense level of activity and to provide maximum day long comfort, even in the more extreme of temperatures.",70% Etilen-Vinyl Acetat-30% Gomë,70% Ethylene-Vinyl Acetate-30% Rubber,,,1,3,MM,http://46.99.130.129:60000/_uploads/photos/U04D7F0007T-9997_1.jpg,,
Atlete Dolomia,U16DQA085FU-9999,Sneakers Dolomia,COP,139.99,97.993,18,,0,Burrë,GEOX,,39,U16DQA085FU,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,2,VN,http://46.99.130.129:60000/_uploads/photos/U16DQA085FU-9999_1.jpg,,
Atlete Deiven,U255WA02243-1209,Sneakers Deiven,COP,129.99,90.993,18,,ffffff,Burrë,GEOX,,39,U255WA02243,Këpucë-Atlete,,,100% Etilen-vinil acetat,100% Ethylene-Vinyl Acetate,,,1,1,IN,http://46.99.130.129:60000/_uploads/photos/U255WA02243-1209_1.jpg,,
Atlete Damiano,U25ANB0EK14-9999,Sneakers Damiano,COP,99.99,69.993,18,,0,Burrë,GEOX,,39,U25ANB0EK14,Këpucë-Atlete,,,100% IPEVA,100% IPEVA,,,1,2,KH,http://46.99.130.129:60000/_uploads/photos/U25ANB0EK14-9999_1.jpg,,
Xhaketë Delray,W2521TT2676-4491,Jacket Delray,COP,239.99,119.995,18,,73763,Grua,GEOX,,39,W2521TT2676,Veshje-Xhaketë,,,100% PL,100%PL,,,1,3,CN,http://46.99.130.129:60000/_uploads/photos/W2521TT2676-4491_1.jpg,,
Xhaketë Balye,M2521ET2676-1603,Jacket Balye,COP,219.99,109.995,18,,5a6b52,Burrë,GEOX,,39,M2521ET2676,Veshje-Xhaketë,,,100% PL,100%PL,,,1,2,CN,http://46.99.130.129:60000/_uploads/photos/M2521ET2676-1603_1.jpg,,
T Bluzë Polo,M2510BT2649-7217,T Shirt Polo,COP,59.99,29.995,18,,990000,Burrë,GEOX,,39,M2510BT2649,Veshje-T Bluzë,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100%CO,100%CO,,,1,2,TR,http://46.99.130.129:60000/_uploads/photos/M2510BT2649-7217_1.jpg,,
Atlete Magnete,U25DXA03185-1Z3C,Magnete Snakers,COP,139.99,97.993,18,,ffffff,Burrë,GEOX,,39,U25DXA03185,Këpucë-Atlete,,,100% Lëkurë,"Upper: 100% Leather, Lining: 70% Textile-30% Synthetic",,,1,1,MA,http://46.99.130.129:60000/_uploads/photos/U25DXA03185-1Z3C_1.jpg,,
Çorape me logo,50468123-001,Invisible Socks,COP,15,,18,,131317,Burrë,HUGO,,413,50468123,Aksesorë-Çorape dhe gete,Set 2 palë çorape me logo. Të punuara me fije streçe që janë të pasura me pambuk të butë.,"Two pairs of signature socks by HUGO. Crafted in stretch yarns that are rich in soft cotton, these socks are cut with a super-low profile for wearing with low-top footwear. Each pair is detailed with HUGO branding.",82% Pambuk 2% Elastan 16% Poliamid,82% Cotton 2% Elastane 16% Polyamide,,,2,2,PT,http://46.99.130.129:60000/_uploads/photos/50468123-001_1.jpg,,
Çorape me dizajn,50468436-030,Short socks,COP,19,,18,,aaaaaa-111111,Burrë,HUGO,,413,50468436,Aksesorë-Çorape dhe gete,,,81% Pambuk 2% Elastan 17% Polyamide,81% Cotton 2% Elastane 17% Polyamide,,,1,1,PT,http://46.99.130.129:60000/_uploads/photos/50468436-030_1.jpg,,
T Bluzë me jakë Polo,50470547-001,Polo,COP,89,,18,,100f13,Burrë,HUGO,,413,50470547,Veshje-T Bluzë,,,92% Pambuk 8% Elastan,92% Cotton 8% Elastane,,,3,3,TR,http://46.99.130.129:60000/_uploads/photos/50470547-001_1.jpg,,
T Bluzë me dizajn të printuar,50471672-001,T Shirt,COP,69,,18,,1a1a1a,Burrë,HUGO,,413,50471672,Veshje-T Bluzë,,,100% Pambuk,100% Cotton,,,1,1,PT,http://46.99.130.129:60000/_uploads/photos/50471672-001_1.jpg,,
Xhinse Denim Slim Fit,A2C9232-H87,S-L core Indigo Denim,COP,89,71.2,18,,2B2C41,Burrë,TIMBERLAND,,17,A2C9232,Veshje-Xhinse,Këto xhinse Slim Fit për meshkuj janë punuar me 98% pambuk organik i cili prodhohet pa asnjë kimikat apo pesticid të dëmshëm. Kanë material elastik për të shtuar rehati. Ka pesë xhepa dhe mbërthehen me buton dhe një zingjir.,"These men's slim-fit jeans are made with 98% organic cotton, which is produced without any harmful chemicals or pesticides. We've also added a little stretch to these jeans for added comfort. Featuring a classic 5-pocket construction, the jeans have a zip",Me material 98% pambuk organik dhe 2% elastan. Me pesë xhepa. Slim Fit. Mbërthehen me zingjir.,Made with 98% organic cotton and 2% elastane for stretch  Five pocket style  Slim fit  Convenient zip fly,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/A2C9232-H87_1.jpg,,
Pollo me logo Timberland,A2BNX-288,SS MR Jacquard P GRAPE LEAF,COP,59,47.2,18,,355D7C,Burrë,TIMBERLAND,,17,A2BNX,Veshje-T Bluzë,Pollo me përbërje prej 100% pambuku organik e cila ofron rehati të madhe dhe e ka të dizajnuar në pjesën e gjoksit logon e brendit Timberland,Made with 100% organic cotton for ethical comfort . Embroidered Timberland tree logo at the chest . Pattern under the collar . Contrasting back-neck tape . Centre-back length: 70.5 cm / 27.75 inches . Stylish slim fit,100% pambuk,100% Cotton,,,4,10,TR,http://46.99.130.129:60000/_uploads/photos/A2BNX-288_1.jpg,,
Pantallona me xhepa,A2CZH32-A58,Squam Lake Cargo Trousers for Men in,COP,99,49.5,18,,28361C,Burrë,TIMBERLAND,,17,A2CZH32,Veshje-Pantallona,"Pantallona për meshkuj, janë punuar me material 97% pambuk i cili prodhohet pa përdorimin e kimikateve të dëmshme dhe pesticideve.","These men's cargo trousers are made with 97% organic cotton, which is produced without the use of harmful chemicals and pesticides. We've also added just enough stretch to the fabric to help ensure a perfect fit.","97% Pambuk, 3% Elastan","97% organic cotton, 3% elastane  Darted knee construction  Six-pocket style, including two side pockets and two push-stud leg pockets  Zip fly  Classic straight fit",,,1,5,AO,http://46.99.130.129:60000/_uploads/photos/A2CZH32-A58_1.jpg,,
Atlete lëkure dhe kamoshi të butë,A23Y9W,MIAMICOAST F/L SNK WHI,COP,109,76.3,18,,FFFFFF-EEE2CD,Grua,TIMBERLAND,,17,A23Y9W,Këpucë-Atlete,"Atlete me përmbajtje lëkure, të prodhuara me praktikat moderne ekologjike dhe materiale të recikluara, e cila ka një shtresë me peshë të lehtë OrthoLite","Upper made with premium Better Leather from a sustainable tannery rated Silver for its water, energy, and waste management practices, and ReBOTL fabric containing at least 50% recycled plastic . 100% recycled PET laces . ReBOTL fabric lining containing at","Lëkurë, të paktën 50% plastikë e recikluar, gomë","Leather, at least 50% recycled plastic, rubber",,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A23Y9W_1.jpg,,
Bluzë me logo Timberland,A2BJ8-U10,YC SS Stack Logo Tee reg CAYENNE/PEACOAT,COP,69,34.5,18,,292F60-FFFFFF,Burrë,TIMBERLAND,,17,A2BJ8,Veshje-Pulovër,"Bluzë me përmbajtje pambuku dhe najloni, e cila ka logon e brendit Timberland të vendosur në pjesën e përparme",Made with 80% cotton and 20% polyester  Timberland tree logo on the chest  Ribbed cuffs and hem  Relaxed regular fit,100% Pambuk,85% cotton 15% polyester,,,4,10,TR,http://46.99.130.129:60000/_uploads/photos/A2BJ8-U10_1.jpg,,
Atlete me logo Timberland,A2QBAM,BRADSTRTULTRASPRTOX MDGRY,COP,119,83.3,18,,A39494,Burrë,TIMBERLAND,,17,A2QBAM,Këpucë-Atlete,Atlete me logo Timberland me shtresë GreenStride dhe material ReBOTL që përmban së paku 50% plastikë të recikluar. Shtresa e këmbës po ashtu ka 70% materiale të bazuara bio. Shtrëngohen me lidhëse,"Upper and lining in ReBOTL fabric lining containing at least 50% recycled plastic  Upper details in premium full-grain Better Leather from a sustainable tannery rated silver for its water, energy, and waste management practices  GreenStride sole made of 7","Lëkurë, material ReBOTL, shtresë GreenStride dhe materiale 70% të bazuara bio",Upper made with Better Leather from an LWG Silver-rated tannery  ReBOTL fabric lining  GreenStride sole  Rubber outsole  Footbed made from 70% bio-based material,,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2QBAM_1.jpg,,
Atlete me logo Timberland,A2QA1M,BRDSTRTULTRA LTHROX MDGRY,COP,129,90.3,18,,838383,Burrë,TIMBERLAND,,17,A2QA1M,Këpucë-Atlete,Atlete me logo Timberland me shtresë GreenStride dhe material ReBOTL që përmban së paku 50% plastikë të recikluar. Shtresa e këmbës po ashtu ka 70% materiale të bazuara bio. Shtrëngohen me lidhëse,"GreenStride sole made of 75% renewable sugar cane and responsibly sourced rubber  Upper in premium full-grain Better Leather from a sustainable tannery rated silver for  its water, energy, and waste management practices  ReBOTL fabric lining containing at","Lëkurë, material ReBOTL, shtresë GreenStride dhe materiale 70% të bazuara bio",Upper made with Better Leather from an LWG Silver-rated tannery  ReBOTL fabric lining  GreenStride sole  Rubber outsole  Footbed made from 70% bio-based material,,,4,10,BD,http://46.99.130.129:60000/_uploads/photos/A2QA1M_1.jpg,,
T bluzë me dizajn,A2G52-J74,SS NNH Tee,COP,39,19.5,18,,51A597,Burrë,TIMBERLAND,,17,A2G52,Veshje-T Bluzë,Kjo T bluzë është përbërë me material  100% pambuk i cili prodhohet pa asnjë kimikat të dëmshëm apo pesticid toksik. Ka dizajn në gjoks.,"This Nature Needs Heroesmen's T-shirt is made with 100% organic cotton, which is produced without any harmful chemicals or toxic pesticides for a more eco-conscious garment. This short-sleeved T-shirt sports a bold graphic on the chest that ties in with o","""Material 100% pambuk organik. Dizajn në pjesën e përparme. Me mëngë të shkurtra. Gjatësia e qendrës së pasme: 27.6 """"/70.1cm.""","""100% organic cotton  Featuring Nature Needs Heroesgraphic print on front  Short sleeves  Centre back length: 27.6""""/70.1cm""",,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/A2G52-J74_1.jpg,,
Pantallona sportiv me logo,A2BVF-P57,Core Logo Sweatpants for Men in White,COP,69,34.5,18,,D18C44,Burrë,TIMBERLAND,,17,A2BVF,Veshje-Pantallona,"Me material të përzier pambuku, këta pantallona sportiv kanë një lidhëse përreth belit, disa xhepa dhe logo.","Made with soft cotton-blend fabric, these men's joggers feature a drawcord waist and ribbed cuffs for a comforable fit, plenty of pockets and the Timberland logo.","Me material 80% pambuk dhe 20% poliester, lidhëse përreth belit, xhepa në pjesën e përparme dhe një xhep në pjesën e pasme. Me logo të shtypur. Relaxed Regular fit.",Made with 80% cotton and 20% polyester Drawcord waistband Hip pockets and single back pocket Timberland logo leg print Ribbed cuffs Relaxed regular fit,,,1,3,TR,http://46.99.130.129:60000/_uploads/photos/A2BVF-P57_1.jpg,,
Sandale me rripa,A1MQRW,Sandals with straps,COP,84,67.2,18,,a76521,Grua,TIMBERLAND,,17,A1MQRW,Këpucë-Sandale,Sandale me rripa të kryqëzuara. Mbërthehen me pjesë metalike.,Sandals with crossed straps. Fastened with metal parts.,"Pjesa e sipërme e punuar me lëkurë kualitative. Me pjesë metalike të rregullueshme për mbërthim. Pjesa e poshtme ka peshë të lehtë, shtresë OrthoLite.",Upper made with Better Leather from an LWG Silver-rated tannery  Adjustable buckle closure  Synthetic suede lining  OrthoLite footbed  Dual density lightweight EVA midsole  Rubber lug outsole,,,1,5,KH,http://46.99.130.129:60000/_uploads/photos/A1MQRW_1.jpg,,
T bluzë me logo të qëndisur,A2BPR-G99,Dunstan River T-Shirt for Men in Grey,COP,29,23.2,18,,568691,Burrë,TIMBERLAND,,17,A2BPR,Veshje-T Bluzë,T bluzë 100% pambuk organik pa pesticide dhe kemikale të dëmshme. Me logo të qëndisur në pjesën e gjoksit.,Our logo adds a pop of colour to this slim men?s tee made with 100% organic cotton grown without harmful chemicals or pesticides. Finished with our signature Timberland tree logo embroidered on the chest.,"Material 100% pambuk organik, me logo të qëndisur në pjesën e gjoksit. Slim fit.","""Jersey fabric made with 100% organic cotton Embroidered  Timberland tree logo at the chest Contrasting back-neck piping Centre back length: 68.6 cm / 27"""" Slim fit""",,,1,4,IN,http://46.99.130.129:60000/_uploads/photos/A2BPR-G99_1.jpg,,
T Bluzë me logo,A26N4-A58,Millers River Pique Polo Shirt for Men in Black,COP,64,51.2,18,,576750,Burrë,TIMBERLAND,,17,A26N4,Veshje-T Bluzë,T Bluzë Millers River pique me jakë  polo që të dukeni mirë në mot të ngrohtë. Është e punuar me material pambuku të rritur organikisht.,"Our Millers River pique polo shirts are casual but polished ? the perfect shirt for looking good in warmer weather. And because we're committed to responsible sourcing, they're made with organically grown cotton.",Material i përpunuar 100% pambuk organik me logo të qëndisur Timberland.,"""Made with 100% organic cotton  Embroidered Timberland tree logo on the chest  Contrasting back-neck piping  Centre back length: 70.5 cm / 27.75""""  Regular fit""",,,1,3,TR,http://46.99.130.129:60000/_uploads/photos/A26N4-A58_1.jpg,,
